,Ticker,Indicador,ATUAL,2021,2020,2019,2018,2017,2016,2015,2014,2013,Setor
28,RADL3,CAGR Receitas 5 anos ,"16,47%","16,47%","17,66%","18,90%","18,88%","34,73%","32,76%","34,72%","33,85%","37,67%",Medicamentos e Outros Produtos
29,RADL3,CAGR Lucros 5 anos ,"10,93%","10,93%","7,32%","28,39%","37,84%","37,28%","45,48%","30,75%","24,31%","14,56%",Medicamentos e Outros Produtos
0,RAIL3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Transporte Ferroviário
1,RAIL3,P/L ,"226,75","218,75","120,05","52,29","100,26","-66,59","-3,94","-3,65",-,-,Transporte Ferroviário
2,RAIL3,PEG Ratio ,"-4,60","-4,43",-,-,"-0,50","0,88","0,41","0,09",-,-,Transporte Ferroviário
3,RAIL3,P/VP ,"2,27","2,19","2,38","4,88","3,30","2,24","0,77","2,10",-,-,Transporte Ferroviário
4,RAIL3,EV/EBITDA ,"13,78","13,33","12,55","13,17",-,-,-,-,-,-,Transporte Ferroviário
5,RAIL3,EV/EBIT ,"30,39","29,39","24,54","23,87","21,11","18,98","40,08","-516,54",-,-,Transporte Ferroviário
6,RAIL3,P/EBITDA ,"10,19","9,83","9,37","10,63",-,-,-,-,-,-,Transporte Ferroviário
7,RAIL3,P/EBIT ,"22,46","21,67","18,31","19,25","15,14","12,27","14,55","-235,23",-,-,Transporte Ferroviário
8,RAIL3,VPA ,"8,10","8,10","8,08","5,35","5,15","5,79","7,92","2,97","3,02","6,33",Transporte Ferroviário
9,RAIL3,P/Ativo ,"0,71","0,68","0,78","1,24","0,98","0,66","0,18","0,28",-,-,Transporte Ferroviário
10,RAIL3,LPA ,"0,08","0,08","0,16","0,50","0,17","-0,19","-1,56","-1,71","-2,96","-0,03",Transporte Ferroviário
11,RAIL3,P/SR ,"4,59","4,43","5,12","5,74","4,02","2,92","0,97","1,03",-,-,Transporte Ferroviário
12,RAIL3,P/Cap. Giro ,"4,30","4,15","5,86","21,28","16,56","19,41","-3,83","-2,28",-,-,Transporte Ferroviário
13,RAIL3,P/Ativo Circ. Liq. ,"-0,95","-0,92","-1,02","-1,46","-1,15","-0,80","-0,20","-0,31",-,-,Transporte Ferroviário
14,RAIL3,Dív. líquida/PL ,"0,78","0,79","0,81","1,17","1,30","1,22","1,36","2,52","2,80","0,93",Transporte Ferroviário
15,RAIL3,Dív. líquida/EBITDA ,"3,50","3,50","3,19","2,55",-,-,-,-,"-16,31",-,Transporte Ferroviário
16,RAIL3,Dív. líquida/EBIT ,"7,72","7,72","6,23","4,62","5,97","6,71","25,53","-281,31","-7,23","3,96",Transporte Ferroviário
17,RAIL3,PL/Ativos ,"0,31","0,31","0,33","0,25","0,30","0,30","0,23","0,13","0,12","0,23",Transporte Ferroviário
18,RAIL3,Passivos/Ativos ,"0,69","0,69","0,67","0,74","0,69","0,69","0,75","0,85","0,86","0,76",Transporte Ferroviário
19,RAIL3,Liq. corrente ,"2,79","2,79","2,34","1,63","1,65","1,25","0,68","0,40","0,29","1,39",Transporte Ferroviário
20,RAIL3,M. Bruta ,"28,06%","28,06%","32,22%","34,98%","32,18%","29,02%","12,53%","16,59%","18,70%","38,06%",Transporte Ferroviário
21,RAIL3,M. EBITDA ,"45,03%","45,03%","54,66%","54,03%",-%,-%,-%,-%,"-8,82%",-%,Transporte Ferroviário
22,RAIL3,M. EBIT ,"20,43%","20,43%","27,97%","29,82%","26,59%","23,80%","6,67%","-0,44%","-19,89%","30,19%",Transporte Ferroviário
23,RAIL3,M. Líquida ,"2,02%","2,02%","4,27%","10,98%","4,01%","-4,39%","-24,66%","-28,36%","-55,57%","-0,57%",Transporte Ferroviário
24,RAIL3,ROE ,"1,00%","1,02%","1,98%","9,33%","3,29%","-3,36%","-19,67%","-57,71%","-108,07%","-0,44%",Transporte Ferroviário
25,RAIL3,ROA ,"0,31%","0,31%","0,65%","2,37%","0,97%","-0,99%","-4,62%","-7,78%","-12,96%","-0,10%",Transporte Ferroviário
26,RAIL3,ROIC ,"4,19%","4,19%","5,05%","9,76%","7,85%","7,95%","1,23%","-1,45%","-9,83%","8,32%",Transporte Ferroviário
27,RAIL3,Giro ativos ,"0,15","0,15","0,15","0,22","0,24","0,23","0,19","0,27","0,23","0,18",Transporte Ferroviário
28,RAIL3,CAGR Receitas 5 anos ,"11,53%","11,53%","10,92%","14,09%","14,26%","12,26%","6,32%","8,54%","8,20%",-%,Transporte Ferroviário
29,RAIL3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Transporte Ferroviário
0,RANI3,D.Y ,"5,88%","5,13%","1,28%","0,57%",-%,"1,24%",-%,"3,56%","4,20%","4,61%",Papel e Celulose
1,RANI3,P/L ,"5,77","6,21","14,92","-8,38","163,34","-3,07","-36,80","1.013,79","9,61","7,94",Papel e Celulose
2,RANI3,PEG Ratio ,"0,03","0,03",-,-,"-1,59","0,00","0,02","-10,23","-0,60","0,05",Papel e Celulose
3,RANI3,P/VP ,"1,72","1,85","1,76","1,98","1,59","0,97","0,89","1,27","1,09","1,10",Papel e Celulose
4,RANI3,EV/EBITDA ,"3,82",-,"6,70","6,32","6,34","10,04","5,70",-,"6,70","6,25",Papel e Celulose
5,RANI3,EV/EBIT ,"4,63",-,"9,82","6,82","10,05","177,43","15,58",-,"11,56","9,45",Papel e Celulose
6,RANI3,P/EBITDA ,"3,12","3,35","5,70","3,01","2,63","3,27","2,02","2,90","3,16","3,25",Papel e Celulose
7,RANI3,P/EBIT ,"3,78","4,06","8,36","3,25","4,17","57,85","5,52","5,37","5,45","4,91",Papel e Celulose
8,RANI3,VPA ,"3,73","3,73","3,06","2,02","1,85","2,04","2,67","2,38","2,98","3,01",Papel e Celulose
9,RANI3,P/Ativo ,"0,70","0,75","0,76","0,42","0,32","0,22","0,24","0,30","0,32","0,33",Papel e Celulose
10,RANI3,LPA ,"1,11","1,11","0,36","-0,48","0,02","-0,65","-0,06","0,00","0,34","0,42",Papel e Celulose
11,RANI3,P/SR ,"1,02","1,10","1,34","0,74","0,53","0,39","0,51","0,66","0,74","0,89",Papel e Celulose
12,RANI3,P/Cap. Giro ,"2,68","2,88","2,80","9,09","-7,51","7,59","-364,03","-155,46","8,14","-56,67",Papel e Celulose
13,RANI3,P/Ativo Circ. Liq. ,"-1,17","-1,26","-1,33","-0,62","-0,43","-0,29","-0,32","-0,39","-0,42","-0,42",Papel e Celulose
14,RANI3,Dív. líquida/PL ,"0,40","0,40","0,31","2,16","2,24","2,01","1,62","1,96","1,22","1,02",Papel e Celulose
15,RANI3,Dív. líquida/EBITDA ,"0,73","0,73","1,00","3,29","3,71","6,78","3,66","4,49","3,54","3,01",Papel e Celulose
16,RANI3,Dív. líquida/EBIT ,"0,89","0,89","1,46","3,55","5,88","119,69","10,00","8,31","6,11","4,55",Papel e Celulose
17,RANI3,PL/Ativos ,"0,40","0,40","0,43","0,21","0,20","0,23","0,27","0,24","0,30","0,30",Papel e Celulose
18,RANI3,Passivos/Ativos ,"0,60","0,60","0,57","0,79","0,80","0,77","0,73","0,76","0,70","0,70",Papel e Celulose
19,RANI3,Liq. corrente ,"2,78","2,78","2,78","1,17","0,86","1,14","1,00","0,99","1,20","0,97",Papel e Celulose
20,RANI3,M. Bruta ,"39,36%","39,36%","31,60%","29,86%","28,21%","26,29%","27,13%","29,24%","30,15%","30,82%",Papel e Celulose
21,RANI3,M. EBITDA ,"32,90%","32,90%","23,58%","24,62%","20,01%","11,79%","25,33%","22,83%","23,28%","27,28%",Papel e Celulose
22,RANI3,M. EBIT ,"27,14%","27,14%","16,08%","22,82%","12,63%","0,67%","9,26%","12,33%","13,50%","18,05%",Papel e Celulose
23,RANI3,M. Líquida ,"17,77%","17,77%","9,01%","-8,86%","0,32%","-12,59%","-1,39%","0,07%","7,66%","11,16%",Papel e Celulose
24,RANI3,ROE ,"29,80%","29,80%","11,80%","-23,65%","0,97%","-31,75%","-2,42%","0,12%","11,37%","13,81%",Papel e Celulose
25,RANI3,ROA ,"12,06%","12,06%","5,11%","-5,04%","0,20%","-7,20%","-0,64%","0,03%","3,37%","4,13%",Papel e Celulose
26,RANI3,ROIC ,"17,89%","17,89%","10,79%","12,70%","9,28%","-0,17%","3,49%","7,06%","5,61%","8,71%",Papel e Celulose
27,RANI3,Giro ativos ,"0,68","0,68","0,57","0,57","0,61","0,57","0,46","0,46","0,44","0,37",Papel e Celulose
28,RANI3,CAGR Receitas 5 anos ,"15,63%","15,63%","6,30%","4,01%","9,07%","12,19%","10,50%","11,38%","16,11%",-%,Papel e Celulose
29,RANI3,CAGR Lucros 5 anos ,-%,-%,"184,81%",-%,"-46,30%",-%,-%,"-57,17%","20,85%",-%,Papel e Celulose
0,RAPT3,D.Y ,"6,84%","5,21%","2,07%","1,70%",-%,-%,-%,-%,-%,-%,Material Rodoviário
1,RAPT3,P/L ,"4,51","5,92","6,09","13,15",-,-,-,-,-,-,Material Rodoviário
2,RAPT3,PEG Ratio ,"0,90","1,18",-,-,-,-,-,-,-,-,Material Rodoviário
3,RAPT3,P/VP ,"0,96","1,26","1,98","1,77",-,-,-,-,-,-,Material Rodoviário
4,RAPT3,EV/EBITDA ,"3,87","4,21","5,22","8,46",-,-,-,-,-,-,Material Rodoviário
5,RAPT3,EV/EBIT ,"4,67","5,08","6,11","10,60",-,-,-,-,-,-,Material Rodoviário
6,RAPT3,P/EBITDA ,"2,37","3,11","3,41","6,02",-,-,-,-,-,-,Material Rodoviário
7,RAPT3,P/EBIT ,"2,86","3,75","3,99","7,54",-,-,-,-,-,-,Material Rodoviário
8,RAPT3,VPA ,"9,94","9,94","5,92","6,31",-,-,-,-,-,-,Material Rodoviário
9,RAPT3,P/Ativo ,"0,29","0,39","0,45","0,61",-,-,-,-,-,-,Material Rodoviário
10,RAPT3,LPA ,"2,12","2,12","1,92","0,85",-,-,-,-,-,-,Material Rodoviário
11,RAPT3,P/SR ,"0,35","0,46","0,75","0,77",-,-,-,-,-,-,Material Rodoviário
12,RAPT3,P/Cap. Giro ,"1,21","1,58","1,78","1,61",-,-,-,-,-,-,Material Rodoviário
13,RAPT3,P/Ativo Circ. Liq. ,"-0,76","-0,99","-1,10","1,61",-,-,-,-,-,-,Material Rodoviário
14,RAPT3,Dív. líquida/PL ,"0,55","0,72","0,56","0,52","0,73","0,39","0,43","1,07","0,74","0,89",Material Rodoviário
15,RAPT3,Dív. líquida/EBITDA ,"1,37","1,37","0,97","1,32","1,98","1,80","4,31","8,42","2,16","2,11",Material Rodoviário
16,RAPT3,Dív. líquida/EBIT ,"1,65","1,65","1,13","1,66","2,54","2,91","28,74","36,59","2,87","2,67",Material Rodoviário
17,RAPT3,PL/Ativos ,"0,31","0,24","0,23","0,27","0,26","0,29","0,29","0,25","0,29","0,27",Material Rodoviário
18,RAPT3,Passivos/Ativos ,"0,69","0,69","0,70","0,66","0,65","0,62","0,61","0,69","0,64","0,67",Material Rodoviário
19,RAPT3,Liq. corrente ,"1,66","1,66","1,75","2,49","2,20","1,96","2,45","2,12","2,88","2,63",Material Rodoviário
20,RAPT3,M. Bruta ,"25,04%","25,04%","25,18%","24,72%","23,75%","23,73%","19,85%","20,68%","24,96%","24,44%",Material Rodoviário
21,RAPT3,M. EBITDA ,"14,65%","14,65%","22,11%","13,09%","13,13%","10,50%","5,44%","5,22%","12,98%","13,26%",Material Rodoviário
22,RAPT3,M. EBIT ,"12,15%","12,15%","18,92%","10,43%","10,26%","6,50%","0,82%","1,20%","9,78%","10,50%",Material Rodoviário
23,RAPT3,M. Líquida ,"7,70%","7,70%","12,39%","4,86%","3,56%","1,59%","-2,56%","-0,79%","5,34%","5,53%",Material Rodoviário
24,RAPT3,ROE ,"21,31%","27,69%","32,46%","14,63%","9,93%","3,26%","-4,76%","-1,93%","14,11%","17,58%",Material Rodoviário
25,RAPT3,ROA ,"6,51%","6,51%","7,40%","3,91%","2,60%","0,94%","-1,38%","-0,48%","4,14%","4,79%",Material Rodoviário
26,RAPT3,ROIC ,"13,54%","13,54%","9,99%","7,97%","7,07%","3,44%","0,21%","0,68%","6,59%","8,03%",Material Rodoviário
27,RAPT3,Giro ativos ,"0,84","0,84","0,60","0,80","0,73","0,59","0,54","0,60","0,78","0,87",Material Rodoviário
28,RAPT3,CAGR Receitas 5 anos ,"28,12%","28,12%","11,59%","6,15%","0,04%","-3,46%","-8,79%","-3,58%","8,88%",-%,Material Rodoviário
29,RAPT3,CAGR Lucros 5 anos ,-%,-%,-%,"4,16%","-8,38%","1,88%",-%,-%,"8,36%",-%,Material Rodoviário
0,RCSL3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Material Rodoviário
1,RCSL3,P/L ,"-150,26","-263,87","-577,28","-38,59","-1,08","-2,98","-15,58","-40,54","-0,22","-2,12",Material Rodoviário
2,RCSL3,PEG Ratio ,"-7,63","-13,40",-,-,"0,02","-0,13","-0,21","0,68","0,00","0,04",Material Rodoviário
3,RCSL3,P/VP ,"-5,97","-10,48","-12,19","-1,99","-0,22","-0,95","-5,69","-6,66","-0,11","-0,38",Material Rodoviário
4,RCSL3,EV/EBITDA ,"74,60","123,63","248,50","146,70","-1,36","-2,38","-55,25","-114,16","-1,00","-9,63",Material Rodoviário
5,RCSL3,EV/EBIT ,"153,51","254,39","532,28","555,62","-1,28","-2,35","-52,40","-106,50","-0,98","-7,86",Material Rodoviário
6,RCSL3,P/EBITDA ,"143,50","252,01","556,11","146,81","-3,02","-4,24","-75,75","-139,67","-0,42","-7,00",Material Rodoviário
7,RCSL3,P/EBIT ,"295,27","518,55","1.191,18","556,04","-2,83","-4,19","-71,84","-130,30","-0,41","-5,72",Material Rodoviário
8,RCSL3,VPA ,"-0,54","-0,54","-0,85","-0,88","-12,54","-3,05","-0,35","-0,45","-0,37","-0,18",Material Rodoviário
9,RCSL3,P/Ativo ,"3,71","6,52","17,90","3.437,64","0,34","2,94","9,68","19,68","0,25","0,17",Material Rodoviário
10,RCSL3,LPA ,"-0,02","-0,02","-0,02","-0,05","-2,57","-0,97","-0,13","-0,07","-0,18","-0,03",Material Rodoviário
11,RCSL3,P/SR ,"4,12","7,24","27,65","7,15","3,17","3.146,75",-,"1.170,46","4,54","0,86",Material Rodoviário
12,RCSL3,P/Cap. Giro ,"55,00","96,58","-139,82","-10,72","-0,98","-2,51","-6,97","-9,07","-0,14","-0,40",Material Rodoviário
13,RCSL3,P/Ativo Circ. Liq. ,"-7,68","-13,49","-31,56","-5,75","-0,55","-3,03","-9,84","-20,29","-0,27","-0,24",Material Rodoviário
14,RCSL3,Dív. líquida/PL ,-,-,-,-,-,-,-,-,-,-,Material Rodoviário
15,RCSL3,Dív. líquida/EBITDA ,"-2,64","-2,64","-0,79","-0,11","0,61","-0,26",-,"-3,26","-0,65","-3,29",Material Rodoviário
16,RCSL3,Dív. líquida/EBIT ,"-5,43","-5,43","-1,68","-0,42","0,57","-0,26","-0,96","-3,04","-0,63","-2,69",Material Rodoviário
17,RCSL3,PL/Ativos ,"-0,62","-0,62","-1,47","-1,73","-1,56","-3,10","-1,70","-2,95","-2,33","-0,44",Material Rodoviário
18,RCSL3,Passivos/Ativos ,"1,62","1,62","2,47","2,73","2,56","4,10","2,71","3,96","3,33","1,44",Material Rodoviário
19,RCSL3,Liq. corrente ,"1,15","1,15","0,77","0,56","0,51","0,03","0,01","0,01","0,04","0,41",Material Rodoviário
20,RCSL3,M. Bruta ,"13,47%","13,47%","19,77%","23,47%","14,81%","100,00%",-%,"34,29%","20,28%","24,71%",Material Rodoviário
21,RCSL3,M. EBITDA ,"2,87%","2,87%","4,97%","4,87%","-104,98%","-74.262,86%",-%,"-838,01%","-1.077,58%","-12,25%",Material Rodoviário
22,RCSL3,M. EBIT ,"1,40%","1,40%","2,32%","1,29%","-111,77%","-75.174,29%",-%,"-898,31%","-1.100,97%","-15,00%",Material Rodoviário
23,RCSL3,M. Líquida ,"-2,75%","-2,75%","-4,79%","-18,53%","-292,40%","-105.428,57%",-%,"-2.887,33%","-2.078,45%","-40,48%",Material Rodoviário
24,RCSL3,ROE ,"-3,97%","-3,99%","-2,11%","-5,16%","-20,47%","-31,78%","-36,51%","-16,44%","-49,39%","-17,97%",Material Rodoviário
25,RCSL3,ROA ,"-2,47%","-2,47%","-3,10%","-8,91%","-31,84%","-98,48%","-62,12%","-48,54%","-115,08%","-7,96%",Material Rodoviário
26,RCSL3,ROIC ,"-2,02%","-2,02%","-1,02%","-0,36%","7,80%","26,19%","8,55%","6,04%","54,71%","23,80%",Material Rodoviário
27,RCSL3,Giro ativos ,"0,90","0,90","0,65","0,48","0,11","0,00","0,00","0,02","0,06","0,20",Material Rodoviário
28,RCSL3,CAGR Receitas 5 anos ,-%,-%,"117,05%","55,45%","-25,20%","-69,36%",-%,"-55,43%","-39,97%",-%,Material Rodoviário
29,RCSL3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Material Rodoviário
0,RDNI3,D.Y ,"0,12%","0,10%","0,08%",-%,-%,-%,"4,35%","8,57%","5,35%","8,30%",Incorporações
1,RDNI3,P/L ,"42,55","52,74","344,48","428,72","-9,23","-2,89","-3,15","29,33","6,96","6,33",Incorporações
2,RDNI3,PEG Ratio ,"0,09","0,11",-,-,"0,13","-0,13","0,00","-0,33","-0,22","0,33",Incorporações
3,RDNI3,P/VP ,"0,56","0,70","0,82","1,12","0,39","0,42","0,32","0,24","0,57","0,76",Incorporações
4,RDNI3,EV/EBITDA ,"39,27","43,34","168,68","165,56",-,-,-,-,-,-,Incorporações
5,RDNI3,EV/EBIT ,"41,95","46,30","71,91","116,64","-13,69","-5,91","-9,79","72,35","8,40","5,98",Incorporações
6,RDNI3,P/EBITDA ,"17,01","21,08","98,11","115,06",-,-,-,-,-,-,Incorporações
7,RDNI3,P/EBIT ,"18,17","22,52","41,82","81,07","-7,05","-3,19","-3,52","28,80","5,95","4,03",Incorporações
8,RDNI3,VPA ,"14,58","14,58","14,11","14,09","14,06","14,65","16,78","18,49","17,09","17,24",Incorporações
9,RDNI3,P/Ativo ,"0,19","0,23","0,32","0,48","0,20","0,23","0,15","0,12","0,24","0,30",Incorporações
10,RDNI3,LPA ,"0,19","0,19","0,03","0,04","-0,60","-2,13","-1,73","0,15","1,41","2,07",Incorporações
11,RDNI3,P/SR ,"0,76","0,94","1,61","2,16","1,32","0,93","0,62","0,36","0,67","0,84",Incorporações
12,RDNI3,P/Cap. Giro ,"0,75","0,93","1,73","1,69","0,96","1,22","0,43","0,29","0,58","0,63",Incorporações
13,RDNI3,P/Ativo Circ. Liq. ,"-0,36","-0,45","-0,52","-0,81","-0,34","-0,48","-0,36","-0,35","-0,82","-1,26",Incorporações
14,RDNI3,Dív. líquida/PL ,"0,74","0,76","0,59","0,49","0,37","0,36","0,58","0,37","0,24","0,37",Incorporações
15,RDNI3,Dív. líquida/EBITDA ,"22,25","22,25","70,57","50,49",-,-,-,-,-,-,Incorporações
16,RDNI3,Dív. líquida/EBIT ,"23,77","23,77","30,08","35,58","-6,64","-2,72","-6,27","43,55","2,45","1,96",Incorporações
17,RDNI3,PL/Ativos ,"0,33","0,32","0,39","0,43","0,52","0,55","0,47","0,48","0,42","0,39",Incorporações
18,RDNI3,Passivos/Ativos ,"0,67","0,67","0,60","0,57","0,47","0,44","0,52","0,50","0,54","0,56",Incorporações
19,RDNI3,Liq. corrente ,"2,03","2,03","1,97","3,14","2,11","1,58","2,51","2,44","2,42","2,57",Incorporações
20,RDNI3,M. Bruta ,"24,90%","24,90%","21,11%","26,29%","22,21%","3,93%","9,85%","29,46%","29,45%","31,95%",Incorporações
21,RDNI3,M. EBITDA ,"4,47%","4,47%","1,64%","1,87%",-%,-%,-%,-%,-%,-%,Incorporações
22,RDNI3,M. EBIT ,"4,19%","4,19%","3,85%","2,66%","-18,71%","-29,14%","-17,57%","1,23%","11,19%","20,98%",Incorporações
23,RDNI3,M. Líquida ,"1,79%","1,79%","0,47%","0,50%","-14,29%","-32,17%","-19,62%","1,21%","9,57%","13,34%",Incorporações
24,RDNI3,ROE ,"1,33%","1,36%","0,24%","0,26%","-4,24%","-14,53%","-10,31%","0,82%","8,24%","12,00%",Incorporações
25,RDNI3,ROA ,"0,44%","0,44%","0,09%","0,11%","-2,19%","-8,03%","-4,80%","0,40%","3,46%","4,66%",Incorporações
26,RDNI3,ROIC ,"0,51%","0,51%","0,29%","-0,03%","-4,34%","-9,79%","-6,01%","-0,97%","3,42%","7,61%",Incorporações
27,RDNI3,Giro ativos ,"0,24","0,24","0,20","0,22","0,15","0,25","0,24","0,33","0,36","0,35",Incorporações
28,RDNI3,CAGR Receitas 5 anos ,"4,17%","4,17%","-10,68%","-14,86%","-24,69%","-21,32%","-12,36%","-4,60%","8,92%","13,29%",Incorporações
29,RDNI3,CAGR Lucros 5 anos ,-%,-%,"-26,18%","-52,76%",-%,-%,-%,"-37,65%","19,76%","3,93%",Incorporações
0,RDOR3,D.Y ,"3,19%","3,26%",-%,-%,-%,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
1,RDOR3,P/L ,"54,05","57,21","316,57",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
2,RDOR3,PEG Ratio ,"0,20","0,21",-,-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
3,RDOR3,P/VP ,"5,80","6,14","9,96",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
4,RDOR3,EV/EBITDA ,"20,57","21,48","57,95",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
5,RDOR3,EV/EBIT ,"27,46","28,68","87,84",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
6,RDOR3,P/EBITDA ,"17,39","18,40","54,64",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
7,RDOR3,P/EBIT ,"23,21","24,57","82,82",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
8,RDOR3,VPA ,"7,30","7,30","6,86",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
9,RDOR3,P/Ativo ,"1,62","1,72","2,97",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
10,RDOR3,LPA ,"0,78","0,78","0,22",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
11,RDOR3,P/SR ,"4,18","4,42","9,67",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
12,RDOR3,P/Cap. Giro ,"5,09","5,38","7,30",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
13,RDOR3,P/Ativo Circ. Liq. ,"-2,78","-2,95","-5,84",-,-,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
14,RDOR3,Dív. líquida/PL ,"1,03","1,11","0,60","2,04","1,80",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
15,RDOR3,Dív. líquida/EBITDA ,"3,08","3,08","3,31","3,05","2,92",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
16,RDOR3,Dív. líquida/EBIT ,"4,11","4,11","5,02","3,83","3,42",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
17,RDOR3,PL/Ativos ,"0,28","0,26","0,30","0,20","0,23",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
18,RDOR3,Passivos/Ativos ,"0,72","0,72","0,69","0,80","0,76",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
19,RDOR3,Liq. corrente ,"4,25","4,25","5,81","3,61","3,69",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
20,RDOR3,M. Bruta ,"23,60%","23,60%","18,30%","26,13%","25,70%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
21,RDOR3,M. EBITDA ,"24,03%","24,03%","17,69%","26,16%","24,46%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
22,RDOR3,M. EBIT ,"18,00%","18,00%","11,67%","20,84%","20,86%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
23,RDOR3,M. Líquida ,"7,73%","7,73%","3,05%","8,76%","10,72%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
24,RDOR3,ROE ,"10,73%","11,60%","3,15%","22,40%","26,99%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
25,RDOR3,ROA ,"3,00%","3,00%","0,94%","4,39%","6,15%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
26,RDOR3,ROIC ,"7,83%","7,83%","4,25%","10,88%","11,06%",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
27,RDOR3,Giro ativos ,"0,39","0,39","0,31","0,50","0,57",,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
28,RDOR3,CAGR Receitas 5 anos ,-%,-%,-%,-%,-%,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
29,RDOR3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,,,,,,Serv.Méd.Hospit..Análises e Diagnósticos
0,RECV3,D.Y ,-%,-%,-%,-%,-%,,,,,,Exploração. Refino e Distribuição
1,RECV3,P/L ,"35,12","26,27",-,-,-,,,,,,Exploração. Refino e Distribuição
2,RECV3,PEG Ratio ,-,-,-,-,-,,,,,,Exploração. Refino e Distribuição
3,RECV3,P/VP ,"3,32","2,48",-,-,-,,,,,,Exploração. Refino e Distribuição
4,RECV3,EV/EBITDA ,-,-,-,-,-,,,,,,Exploração. Refino e Distribuição
5,RECV3,EV/EBIT ,"21,61","16,11",-,-,-,,,,,,Exploração. Refino e Distribuição
6,RECV3,P/EBITDA ,-,-,-,-,-,,,,,,Exploração. Refino e Distribuição
7,RECV3,P/EBIT ,"21,83","16,33",-,-,-,,,,,,Exploração. Refino e Distribuição
8,RECV3,VPA ,"7,53","7,53",-,-,-,,,,,,Exploração. Refino e Distribuição
9,RECV3,P/Ativo ,"1,32","0,99",-,-,-,,,,,,Exploração. Refino e Distribuição
10,RECV3,LPA ,"0,71","0,71",-,-,-,,,,,,Exploração. Refino e Distribuição
11,RECV3,P/SR ,"5,97","4,47",-,-,-,,,,,,Exploração. Refino e Distribuição
12,RECV3,P/Cap. Giro ,"-29,34","-21,95",-,-,-,,,,,,Exploração. Refino e Distribuição
13,RECV3,P/Ativo Circ. Liq. ,"-1,69","-1,26",-,-,-,,,,,,Exploração. Refino e Distribuição
14,RECV3,Dív. líquida/PL ,"-0,03","-0,03","0,81","0,72","-0,03",,,,,,Exploração. Refino e Distribuição
15,RECV3,Dív. líquida/EBITDA ,-,-,-,-,-,,,,,,Exploração. Refino e Distribuição
16,RECV3,Dív. líquida/EBIT ,"-0,22","-0,22","3,44","11,38","-0,16",,,,,,Exploração. Refino e Distribuição
17,RECV3,PL/Ativos ,"0,40","0,40","0,47","0,52","0,83",,,,,,Exploração. Refino e Distribuição
18,RECV3,Passivos/Ativos ,"0,60","0,60","0,53","0,48","0,17",,,,,,Exploração. Refino e Distribuição
19,RECV3,Liq. corrente ,"0,83","0,83","0,91","1,07","1,51",,,,,,Exploração. Refino e Distribuição
20,RECV3,M. Bruta ,"35,82%","35,82%","35,19%","25,46%","37,47%",,,,,,Exploração. Refino e Distribuição
21,RECV3,M. EBITDA ,-%,-%,-%,-%,-%,,,,,,Exploração. Refino e Distribuição
22,RECV3,M. EBIT ,"27,35%","27,35%","29,42%","17,78%","29,90%",,,,,,Exploração. Refino e Distribuição
23,RECV3,M. Líquida ,"17,00%","17,00%","-10,38%","18,73%","24,34%",,,,,,Exploração. Refino e Distribuição
24,RECV3,ROE ,"9,45%","9,45%","-8,34%","6,62%","17,30%",,,,,,Exploração. Refino e Distribuição
25,RECV3,ROA ,"3,75%","3,75%","-3,93%","3,42%","14,42%",,,,,,Exploração. Refino e Distribuição
